claim_id,sentiment_incident,sentiment_adjuster,sentiment_email,combined_sentiment,trigger_score,trigger_count,triggers_found,email_trigger_score,adjuster_negative_tone,nlp_risk_score
CLM-2023-10529,0.0,0.0,-1.0,-0.45,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10530,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10531,0.0,-1.0,-1.0,-0.75,17,7,attorney; litigation; my attorney; doi complaint; demand; bad faith; unreasonable,13,1,100.0
CLM-2022-10532,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10533,-1.0,0.0,1.0,0.2,5,4,fraud; no response; dispute; independent appraisal,1,0,34.0
CLM-2024-10534,0.0,-1.0,-1.0,-0.75,17,7,attorney; litigation; my attorney; doi complaint; demand; bad faith; unreasonable,13,1,100.0
CLM-2022-10535,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2023-10536,0.0,1.0,1.0,0.75,1,1,dispute,0,0,6.5
CLM-2022-10537,0.0,-1.0,0.0,-0.3,18,7,attorney; litigation; sue; my attorney; demand; bad faith; escalate,9,1,100.0
CLM-2023-10538,-1.0,0.0,0.0,-0.25,14,5,attorney; litigation; sue; my attorney; demand,9,0,100.0
CLM-2022-10539,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2024-10540,0.0,0.0,0.0,0.0,10,4,attorney; sue; my attorney; dispute,9,0,100.0
CLM-2024-10541,0.0,-1.0,-1.0,-0.75,22,10,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate; dispute,14,1,100.0
CLM-2023-10542,0.0,0.0,1.0,0.45,5,3,doi complaint; no response; dispute,1,0,31.5
CLM-2023-10543,0.0,0.0,-1.0,-0.45,0,1,dispute,0,0,14.5
CLM-2024-10544,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10545,-1.0,-1.0,-1.0,-1.0,18,8,attorney; legal action; my attorney; doi complaint; unacceptable; bad faith; news; unreasonable,14,1,100.0
CLM-2024-10546,0.0,0.0,1.0,0.45,1,2,dispute; independent appraisal,0,0,9.5
CLM-2024-10547,0.0,-1.0,1.0,0.15,2,2,attorney; dispute,0,1,26.5
CLM-2023-10548,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10549,0.0,0.0,-1.0,-0.45,5,3,attorney; escalate; dispute,0,0,34.5
